generation,best_cost
1,661.0
2,641.0
3,611.0
4,611.0
5,611.0
6,582.0
7,582.0
8,582.0
9,582.0
10,582.0
11,582.0
12,582.0
13,582.0
14,582.0
15,582.0
16,582.0
17,582.0
18,582.0
19,582.0
20,582.0
21,582.0
22,582.0
23,582.0
24,582.0
25,582.0
26,582.0
27,581.0
28,581.0
29,581.0
30,581.0
31,581.0
32,581.0
33,581.0
34,581.0
35,581.0
36,581.0
37,581.0
38,581.0
39,581.0
40,581.0
41,581.0
42,581.0
43,581.0
44,581.0
45,581.0
46,581.0
47,581.0
48,581.0
49,581.0
50,581.0
51,581.0
52,581.0
53,581.0
54,581.0
55,581.0
56,581.0
57,581.0
58,581.0
59,581.0
60,581.0
61,581.0
62,581.0
63,581.0
64,581.0
65,581.0
66,581.0
67,581.0
68,581.0
69,581.0
70,581.0
71,581.0
72,581.0
73,581.0
74,581.0
75,581.0
76,581.0
77,581.0
78,581.0
79,581.0
80,581.0
81,581.0
82,581.0
83,581.0
84,581.0
85,581.0
86,581.0
87,581.0
88,581.0
89,581.0
90,581.0
91,581.0
92,581.0
93,581.0
94,581.0
95,581.0
96,581.0
97,581.0
98,581.0
99,581.0
100,581.0
101,581.0
102,581.0
103,581.0
104,581.0
105,581.0
106,581.0
107,581.0
108,581.0
109,581.0
110,581.0
111,581.0
112,581.0
113,581.0
114,581.0
115,581.0
116,581.0
117,581.0
118,581.0
119,581.0
120,581.0
121,581.0
122,581.0
123,581.0
124,581.0
125,581.0
126,581.0
127,581.0
128,581.0
129,581.0
130,581.0
131,581.0
132,581.0
133,581.0
134,581.0
135,581.0
136,581.0
137,581.0
138,581.0
139,581.0
140,581.0
141,581.0
142,581.0
143,581.0
144,581.0
145,581.0
146,581.0
147,581.0
148,581.0
149,581.0
150,581.0
151,581.0
152,581.0
153,581.0
154,581.0
155,581.0
156,581.0
157,581.0
158,581.0
159,581.0
160,581.0
161,581.0
162,581.0
163,581.0
164,581.0
165,581.0
166,581.0
167,581.0
168,581.0
169,581.0
170,581.0
171,581.0
172,581.0
173,581.0
174,581.0
175,581.0
176,581.0
177,581.0
178,581.0
179,581.0
180,581.0
181,581.0
182,581.0
183,581.0
184,581.0
185,581.0
186,581.0
187,581.0
188,581.0
189,581.0
190,581.0
191,581.0
192,581.0
193,581.0
194,581.0
195,581.0
196,581.0
197,581.0
198,581.0
199,581.0
200,581.0
201,581.0
202,581.0
203,581.0
204,581.0
205,581.0
206,581.0
207,581.0
208,581.0
209,581.0
210,581.0
211,581.0
212,581.0
213,581.0
214,581.0
215,581.0
216,581.0
217,581.0
218,581.0
219,581.0
220,581.0
221,581.0
222,581.0
223,581.0
224,581.0
225,581.0
226,581.0
227,581.0
228,581.0
229,581.0
230,581.0
231,581.0
232,581.0
233,581.0
234,581.0
235,581.0
236,581.0
237,581.0
238,581.0
239,581.0
240,581.0
241,581.0
242,581.0
243,581.0
244,581.0
245,581.0
246,581.0
247,581.0
248,581.0
249,581.0
250,581.0
251,581.0
252,581.0
253,581.0
254,581.0
255,581.0
256,581.0
257,581.0
258,581.0
259,581.0
260,581.0
261,581.0
262,581.0
263,581.0
264,581.0
265,581.0
266,581.0
267,581.0
268,581.0
269,581.0
270,581.0
271,581.0
272,581.0
273,581.0
274,581.0
275,581.0
276,581.0
277,581.0
278,581.0
279,581.0
280,581.0
281,581.0
282,581.0
283,581.0
284,581.0
285,581.0
286,581.0
287,581.0
288,581.0
289,581.0
290,581.0
291,581.0
292,581.0
293,581.0
294,581.0
295,581.0
296,581.0
297,581.0
298,581.0
299,581.0
300,581.0
301,581.0
302,581.0
303,581.0
304,581.0
305,581.0
306,581.0
307,581.0
308,581.0
309,581.0
310,581.0
311,581.0
312,581.0
313,581.0
314,581.0
315,581.0
316,581.0
317,581.0
318,581.0
319,581.0
320,581.0
321,581.0
322,581.0
323,581.0
324,581.0
325,581.0
326,581.0
327,581.0
328,581.0
329,581.0
330,581.0
331,581.0
332,581.0
333,581.0
334,581.0
335,581.0
336,581.0
337,581.0
338,581.0
339,581.0
340,581.0
341,581.0
342,581.0
343,581.0
344,581.0
345,581.0
346,581.0
347,581.0
348,581.0
349,581.0
350,581.0
351,581.0
352,581.0
353,581.0
354,581.0
355,581.0
356,581.0
357,581.0
358,581.0
359,581.0
360,581.0
361,581.0
362,581.0
363,581.0
364,581.0
365,581.0
366,581.0
367,581.0
368,581.0
369,581.0
370,581.0
371,581.0
372,581.0
373,581.0
374,581.0
375,581.0
376,581.0
377,581.0
378,581.0
379,581.0
380,581.0
381,581.0
382,581.0
383,581.0
384,581.0
385,581.0
386,581.0
387,581.0
388,581.0
389,581.0
390,581.0
391,581.0
392,581.0
393,581.0
394,581.0
395,581.0
396,581.0
397,581.0
398,581.0
399,581.0
400,581.0
