generation,best_cost
1,648.0
2,648.0
3,648.0
4,648.0
5,648.0
6,614.0
7,614.0
8,614.0
9,614.0
10,604.0
11,604.0
12,604.0
13,604.0
14,604.0
15,601.0
16,601.0
17,601.0
18,601.0
19,601.0
20,601.0
21,601.0
22,601.0
23,601.0
24,601.0
25,601.0
26,601.0
27,601.0
28,601.0
29,601.0
30,601.0
31,601.0
32,601.0
33,601.0
34,601.0
35,601.0
36,601.0
37,601.0
38,601.0
39,601.0
40,601.0
41,601.0
42,601.0
43,601.0
44,601.0
45,601.0
46,601.0
47,601.0
48,601.0
49,601.0
50,601.0
51,601.0
52,601.0
53,601.0
54,601.0
55,601.0
56,601.0
57,601.0
58,601.0
59,601.0
60,601.0
61,601.0
62,601.0
63,601.0
64,601.0
65,601.0
66,601.0
67,601.0
68,601.0
69,601.0
70,601.0
71,601.0
72,601.0
73,601.0
74,601.0
75,601.0
76,601.0
77,601.0
78,601.0
79,601.0
80,601.0
81,601.0
82,601.0
83,601.0
84,601.0
85,601.0
86,601.0
87,601.0
88,601.0
89,601.0
90,601.0
91,601.0
92,601.0
93,601.0
94,601.0
95,601.0
96,601.0
97,601.0
98,601.0
99,601.0
100,601.0
101,601.0
102,601.0
103,601.0
104,601.0
105,601.0
106,601.0
107,601.0
108,601.0
109,601.0
110,601.0
111,601.0
112,601.0
113,601.0
114,601.0
115,601.0
116,601.0
117,601.0
118,601.0
119,601.0
120,601.0
121,601.0
122,601.0
123,601.0
124,601.0
125,601.0
126,601.0
127,601.0
128,601.0
129,601.0
130,601.0
131,601.0
132,601.0
133,601.0
134,601.0
135,601.0
136,601.0
137,601.0
138,601.0
139,601.0
140,601.0
141,601.0
142,601.0
143,601.0
144,601.0
145,601.0
146,601.0
147,601.0
148,601.0
149,601.0
150,601.0
151,601.0
152,601.0
153,601.0
154,601.0
155,601.0
156,601.0
157,601.0
158,601.0
159,601.0
160,601.0
161,601.0
162,601.0
163,601.0
164,601.0
165,601.0
166,601.0
167,601.0
168,601.0
169,601.0
170,601.0
171,601.0
172,601.0
173,601.0
174,601.0
175,601.0
176,601.0
177,601.0
178,601.0
179,601.0
180,601.0
181,601.0
182,601.0
183,601.0
184,601.0
185,601.0
186,601.0
187,601.0
188,601.0
189,601.0
190,601.0
191,601.0
192,601.0
193,601.0
194,601.0
195,601.0
196,601.0
197,601.0
198,601.0
199,601.0
200,601.0
201,601.0
202,601.0
203,601.0
204,601.0
205,601.0
206,601.0
207,601.0
208,601.0
209,601.0
210,601.0
211,601.0
212,601.0
213,601.0
214,601.0
215,601.0
216,601.0
217,601.0
218,601.0
219,601.0
220,601.0
221,601.0
222,601.0
223,601.0
224,601.0
225,601.0
226,601.0
227,601.0
228,601.0
229,601.0
230,601.0
231,601.0
232,601.0
233,601.0
234,601.0
235,601.0
236,601.0
237,601.0
238,601.0
239,601.0
240,601.0
241,601.0
242,601.0
243,601.0
244,601.0
245,601.0
246,601.0
247,601.0
248,601.0
249,601.0
250,601.0
251,601.0
252,601.0
253,601.0
254,601.0
255,601.0
256,601.0
257,601.0
258,601.0
259,601.0
260,601.0
261,601.0
262,601.0
263,601.0
264,601.0
265,601.0
266,601.0
267,601.0
268,601.0
269,601.0
270,601.0
271,601.0
272,601.0
273,601.0
274,601.0
275,601.0
276,601.0
277,601.0
278,601.0
279,601.0
280,601.0
281,601.0
282,601.0
283,601.0
284,601.0
285,601.0
286,601.0
287,601.0
288,601.0
289,601.0
290,601.0
291,601.0
292,601.0
293,601.0
294,601.0
295,601.0
296,601.0
297,601.0
298,601.0
299,601.0
300,601.0
301,601.0
302,601.0
303,601.0
304,601.0
305,601.0
306,601.0
307,601.0
308,601.0
309,601.0
310,601.0
311,601.0
312,601.0
313,601.0
314,601.0
315,601.0
316,601.0
317,601.0
318,601.0
319,601.0
320,601.0
321,601.0
322,601.0
323,601.0
324,601.0
325,601.0
326,601.0
327,601.0
328,601.0
329,601.0
330,601.0
331,601.0
332,601.0
333,601.0
334,601.0
335,601.0
336,601.0
337,601.0
338,601.0
339,601.0
340,601.0
341,601.0
342,601.0
343,601.0
344,601.0
345,601.0
346,601.0
347,601.0
348,601.0
349,601.0
350,601.0
351,601.0
352,601.0
353,601.0
354,601.0
355,601.0
356,601.0
357,601.0
358,601.0
359,601.0
360,601.0
361,601.0
362,601.0
363,601.0
364,601.0
365,601.0
366,601.0
367,601.0
368,601.0
369,601.0
370,601.0
371,601.0
372,601.0
373,601.0
374,601.0
375,601.0
376,601.0
377,601.0
378,601.0
379,601.0
380,601.0
381,601.0
382,601.0
383,601.0
384,601.0
385,601.0
386,601.0
387,601.0
388,601.0
389,601.0
390,601.0
391,601.0
392,601.0
393,601.0
394,601.0
395,601.0
396,601.0
397,601.0
398,601.0
399,601.0
400,601.0
