generation,best_cost
1,660.0
2,660.0
3,659.0
4,659.0
5,607.0
6,607.0
7,607.0
8,607.0
9,607.0
10,589.0
11,589.0
12,589.0
13,589.0
14,589.0
15,589.0
16,589.0
17,589.0
18,589.0
19,589.0
20,589.0
21,574.0
22,570.0
23,570.0
24,570.0
25,570.0
26,570.0
27,570.0
28,570.0
29,570.0
30,570.0
31,570.0
32,570.0
33,570.0
34,570.0
35,548.0
36,548.0
37,548.0
38,548.0
39,548.0
40,548.0
41,548.0
42,548.0
43,548.0
44,548.0
45,548.0
46,548.0
47,548.0
48,548.0
49,548.0
50,548.0
51,548.0
52,548.0
53,548.0
54,548.0
55,548.0
56,548.0
57,548.0
58,548.0
59,548.0
60,548.0
61,548.0
62,548.0
63,548.0
64,548.0
65,548.0
66,548.0
67,548.0
68,548.0
69,548.0
70,548.0
71,548.0
72,548.0
73,548.0
74,548.0
75,548.0
76,548.0
77,548.0
78,548.0
79,548.0
80,548.0
81,548.0
82,548.0
83,548.0
84,548.0
85,548.0
86,548.0
87,548.0
88,548.0
89,548.0
90,548.0
91,548.0
92,548.0
93,548.0
94,548.0
95,548.0
96,548.0
97,548.0
98,548.0
99,548.0
100,548.0
101,548.0
102,548.0
103,548.0
104,548.0
105,548.0
106,548.0
107,548.0
108,548.0
109,548.0
110,548.0
111,548.0
112,548.0
113,548.0
114,548.0
115,548.0
116,548.0
117,548.0
118,548.0
119,548.0
120,548.0
121,548.0
122,548.0
123,548.0
124,548.0
125,548.0
126,548.0
127,548.0
128,548.0
129,548.0
130,548.0
131,548.0
132,548.0
133,548.0
134,548.0
135,548.0
136,548.0
137,548.0
138,548.0
139,548.0
140,548.0
141,548.0
142,548.0
143,548.0
144,548.0
145,548.0
146,548.0
147,548.0
148,548.0
149,548.0
150,548.0
151,548.0
152,548.0
153,548.0
154,548.0
155,548.0
156,548.0
157,548.0
158,548.0
159,548.0
160,548.0
161,548.0
162,548.0
163,548.0
164,548.0
165,548.0
166,548.0
167,548.0
168,548.0
169,548.0
170,548.0
171,548.0
172,548.0
173,548.0
174,548.0
175,548.0
176,548.0
177,548.0
178,548.0
179,548.0
180,548.0
181,548.0
182,548.0
183,548.0
184,548.0
185,548.0
186,548.0
187,548.0
188,548.0
189,548.0
190,548.0
191,548.0
192,548.0
193,548.0
194,548.0
195,548.0
196,548.0
197,548.0
198,548.0
199,548.0
200,548.0
201,548.0
202,548.0
203,548.0
204,548.0
205,548.0
206,548.0
207,548.0
208,548.0
209,548.0
210,548.0
211,548.0
212,548.0
213,548.0
214,548.0
215,548.0
216,548.0
217,548.0
218,548.0
219,548.0
220,548.0
221,548.0
222,548.0
223,548.0
224,548.0
225,548.0
226,548.0
227,548.0
228,548.0
229,548.0
230,548.0
231,548.0
232,548.0
233,548.0
234,548.0
235,548.0
236,548.0
237,548.0
238,548.0
239,548.0
240,548.0
241,548.0
242,548.0
243,548.0
244,548.0
245,548.0
246,548.0
247,548.0
248,548.0
249,548.0
250,548.0
251,548.0
252,548.0
253,548.0
254,548.0
255,548.0
256,548.0
257,548.0
258,548.0
259,548.0
260,548.0
261,548.0
262,548.0
263,548.0
264,548.0
265,548.0
266,548.0
267,548.0
268,548.0
269,548.0
270,548.0
271,548.0
272,548.0
273,548.0
274,548.0
275,548.0
276,548.0
277,548.0
278,548.0
279,548.0
280,548.0
281,548.0
282,548.0
283,548.0
284,548.0
285,548.0
286,548.0
287,548.0
288,548.0
289,548.0
290,548.0
291,548.0
292,548.0
293,548.0
294,548.0
295,548.0
296,548.0
297,548.0
298,548.0
299,548.0
300,548.0
301,548.0
302,548.0
303,548.0
304,548.0
305,548.0
306,548.0
307,548.0
308,548.0
309,548.0
310,548.0
311,548.0
312,548.0
313,548.0
314,548.0
315,548.0
316,548.0
317,548.0
318,548.0
319,548.0
320,548.0
321,548.0
322,548.0
323,548.0
324,548.0
325,548.0
326,548.0
327,548.0
328,548.0
329,548.0
330,548.0
331,548.0
332,548.0
333,548.0
334,548.0
335,548.0
336,548.0
337,548.0
338,548.0
339,548.0
340,548.0
341,548.0
342,548.0
343,548.0
344,548.0
345,548.0
346,548.0
347,548.0
348,548.0
349,548.0
350,548.0
351,548.0
352,548.0
353,548.0
354,548.0
355,548.0
356,548.0
357,548.0
358,548.0
359,548.0
360,548.0
361,548.0
362,548.0
363,548.0
364,548.0
365,548.0
366,548.0
367,548.0
368,548.0
369,548.0
370,548.0
371,548.0
372,548.0
373,548.0
374,548.0
375,548.0
376,548.0
377,548.0
378,548.0
379,548.0
380,548.0
381,548.0
382,548.0
383,548.0
384,548.0
385,548.0
386,548.0
387,548.0
388,548.0
389,548.0
390,548.0
391,548.0
392,548.0
393,548.0
394,548.0
395,548.0
396,548.0
397,548.0
398,548.0
399,548.0
400,548.0
