generation,best_cost
1,698.0
2,661.0
3,652.0
4,652.0
5,652.0
6,652.0
7,621.0
8,621.0
9,621.0
10,621.0
11,621.0
12,621.0
13,621.0
14,621.0
15,620.0
16,599.0
17,586.0
18,586.0
19,586.0
20,586.0
21,586.0
22,586.0
23,586.0
24,586.0
25,586.0
26,586.0
27,586.0
28,586.0
29,586.0
30,586.0
31,586.0
32,586.0
33,586.0
34,586.0
35,586.0
36,586.0
37,586.0
38,586.0
39,586.0
40,586.0
41,586.0
42,586.0
43,586.0
44,586.0
45,586.0
46,586.0
47,586.0
48,586.0
49,586.0
50,586.0
51,586.0
52,586.0
53,586.0
54,586.0
55,586.0
56,586.0
57,586.0
58,586.0
59,586.0
60,586.0
61,586.0
62,586.0
63,586.0
64,586.0
65,586.0
66,586.0
67,586.0
68,586.0
69,586.0
70,586.0
71,586.0
72,586.0
73,586.0
74,586.0
75,586.0
76,586.0
77,586.0
78,586.0
79,586.0
80,586.0
81,586.0
82,586.0
83,586.0
84,586.0
85,586.0
86,586.0
87,586.0
88,586.0
89,586.0
90,586.0
91,586.0
92,586.0
93,586.0
94,586.0
95,586.0
96,586.0
97,586.0
98,586.0
99,586.0
100,586.0
101,586.0
102,586.0
103,586.0
104,586.0
105,586.0
106,586.0
107,586.0
108,586.0
109,586.0
110,586.0
111,586.0
112,586.0
113,586.0
114,586.0
115,586.0
116,586.0
117,586.0
118,586.0
119,586.0
120,586.0
121,586.0
122,586.0
123,586.0
124,586.0
125,586.0
126,586.0
127,586.0
128,586.0
129,586.0
130,586.0
131,586.0
132,586.0
133,586.0
134,586.0
135,586.0
136,586.0
137,586.0
138,586.0
139,586.0
140,586.0
141,586.0
142,586.0
143,586.0
144,586.0
145,586.0
146,586.0
147,586.0
148,586.0
149,586.0
150,586.0
151,586.0
152,586.0
153,586.0
154,586.0
155,586.0
156,586.0
157,586.0
158,586.0
159,586.0
160,586.0
161,586.0
162,586.0
163,586.0
164,586.0
165,586.0
166,586.0
167,586.0
168,586.0
169,586.0
170,586.0
171,586.0
172,586.0
173,586.0
174,586.0
175,586.0
176,586.0
177,586.0
178,586.0
179,586.0
180,586.0
181,586.0
182,586.0
183,586.0
184,586.0
185,586.0
186,586.0
187,586.0
188,586.0
189,586.0
190,586.0
191,586.0
192,586.0
193,586.0
194,586.0
195,586.0
196,586.0
197,586.0
198,586.0
199,586.0
200,586.0
201,586.0
202,586.0
203,586.0
204,586.0
205,586.0
206,586.0
207,586.0
208,586.0
209,586.0
210,586.0
211,586.0
212,586.0
213,586.0
214,586.0
215,586.0
216,586.0
217,586.0
218,586.0
219,586.0
220,586.0
221,586.0
222,586.0
223,586.0
224,586.0
225,586.0
226,586.0
227,586.0
228,586.0
229,586.0
230,586.0
231,586.0
232,586.0
233,586.0
234,586.0
235,586.0
236,586.0
237,586.0
238,586.0
239,586.0
240,586.0
241,586.0
242,586.0
243,586.0
244,586.0
245,586.0
246,586.0
247,586.0
248,586.0
249,586.0
250,586.0
251,586.0
252,586.0
253,586.0
254,586.0
255,586.0
256,586.0
257,586.0
258,586.0
259,586.0
260,586.0
261,586.0
262,586.0
263,586.0
264,586.0
265,586.0
266,586.0
267,586.0
268,586.0
269,586.0
270,586.0
271,586.0
272,586.0
273,586.0
274,586.0
275,586.0
276,586.0
277,586.0
278,586.0
279,586.0
280,586.0
281,586.0
282,586.0
283,586.0
284,586.0
285,586.0
286,586.0
287,586.0
288,586.0
289,586.0
290,586.0
291,586.0
292,586.0
293,586.0
294,586.0
295,586.0
296,586.0
297,586.0
298,586.0
299,586.0
300,586.0
301,586.0
302,586.0
303,586.0
304,586.0
305,586.0
306,586.0
307,586.0
308,586.0
309,586.0
310,586.0
311,586.0
312,586.0
313,586.0
314,586.0
315,586.0
316,586.0
317,586.0
318,586.0
319,586.0
320,586.0
321,586.0
322,586.0
323,586.0
324,586.0
325,586.0
326,586.0
327,586.0
328,586.0
329,586.0
330,586.0
331,586.0
332,586.0
333,586.0
334,586.0
335,586.0
336,586.0
337,586.0
338,586.0
339,586.0
340,586.0
341,586.0
342,586.0
343,586.0
344,586.0
345,586.0
346,586.0
347,586.0
348,586.0
349,586.0
350,586.0
351,586.0
352,586.0
353,586.0
354,586.0
355,586.0
356,586.0
357,586.0
358,586.0
359,586.0
360,586.0
361,586.0
362,586.0
363,586.0
364,586.0
365,586.0
366,586.0
367,586.0
368,586.0
369,586.0
370,586.0
371,586.0
372,586.0
373,586.0
374,586.0
375,586.0
376,586.0
377,586.0
378,586.0
379,586.0
380,586.0
381,586.0
382,586.0
383,586.0
384,586.0
385,586.0
386,586.0
387,586.0
388,586.0
389,586.0
390,586.0
391,586.0
392,586.0
393,586.0
394,586.0
395,586.0
396,586.0
397,586.0
398,586.0
399,586.0
400,586.0
