generation,best_cost
1,657.0
2,657.0
3,607.0
4,607.0
5,607.0
6,604.0
7,604.0
8,604.0
9,604.0
10,604.0
11,604.0
12,604.0
13,604.0
14,604.0
15,604.0
16,604.0
17,575.0
18,557.0
19,557.0
20,557.0
21,557.0
22,557.0
23,557.0
24,557.0
25,557.0
26,557.0
27,557.0
28,557.0
29,557.0
30,557.0
31,557.0
32,557.0
33,557.0
34,557.0
35,557.0
36,557.0
37,557.0
38,557.0
39,557.0
40,557.0
41,557.0
42,557.0
43,557.0
44,557.0
45,557.0
46,557.0
47,557.0
48,557.0
49,557.0
50,557.0
51,557.0
52,557.0
53,557.0
54,557.0
55,557.0
56,557.0
57,557.0
58,557.0
59,557.0
60,557.0
61,557.0
62,557.0
63,557.0
64,557.0
65,557.0
66,557.0
67,557.0
68,557.0
69,557.0
70,557.0
71,557.0
72,557.0
73,557.0
74,557.0
75,557.0
76,557.0
77,557.0
78,557.0
79,557.0
80,557.0
81,557.0
82,557.0
83,557.0
84,557.0
85,557.0
86,557.0
87,557.0
88,557.0
89,557.0
90,557.0
91,557.0
92,557.0
93,557.0
94,557.0
95,557.0
96,557.0
97,557.0
98,557.0
99,557.0
100,557.0
101,557.0
102,557.0
103,557.0
104,557.0
105,557.0
106,557.0
107,557.0
108,557.0
109,557.0
110,557.0
111,557.0
112,557.0
113,557.0
114,557.0
115,557.0
116,557.0
117,557.0
118,557.0
119,557.0
120,557.0
121,557.0
122,557.0
123,557.0
124,557.0
125,557.0
126,557.0
127,557.0
128,557.0
129,557.0
130,557.0
131,557.0
132,557.0
133,557.0
134,557.0
135,557.0
136,557.0
137,557.0
138,557.0
139,557.0
140,557.0
141,557.0
142,557.0
143,557.0
144,557.0
145,557.0
146,557.0
147,557.0
148,557.0
149,557.0
150,557.0
151,557.0
152,557.0
153,557.0
154,557.0
155,557.0
156,557.0
157,557.0
158,557.0
159,557.0
160,557.0
161,557.0
162,557.0
163,557.0
164,557.0
165,557.0
166,557.0
167,557.0
168,557.0
169,557.0
170,557.0
171,557.0
172,557.0
173,557.0
174,557.0
175,557.0
176,557.0
177,557.0
178,557.0
179,557.0
180,557.0
181,557.0
182,557.0
183,557.0
184,557.0
185,557.0
186,557.0
187,557.0
188,557.0
189,557.0
190,557.0
191,557.0
192,557.0
193,557.0
194,557.0
195,557.0
196,557.0
197,557.0
198,557.0
199,557.0
200,557.0
201,557.0
202,557.0
203,557.0
204,557.0
205,557.0
206,557.0
207,557.0
208,557.0
209,557.0
210,557.0
211,557.0
212,557.0
213,557.0
214,557.0
215,557.0
216,557.0
217,557.0
218,557.0
219,557.0
220,557.0
221,557.0
222,557.0
223,557.0
224,557.0
225,557.0
226,557.0
227,557.0
228,557.0
229,557.0
230,557.0
231,557.0
232,557.0
233,557.0
234,557.0
235,557.0
236,557.0
237,557.0
238,557.0
239,557.0
240,557.0
241,557.0
242,557.0
243,557.0
244,557.0
245,557.0
246,557.0
247,557.0
248,557.0
249,557.0
250,557.0
251,557.0
252,557.0
253,557.0
254,557.0
255,557.0
256,557.0
257,557.0
258,557.0
259,557.0
260,557.0
261,557.0
262,557.0
263,557.0
264,557.0
265,557.0
266,557.0
267,557.0
268,557.0
269,557.0
270,557.0
271,557.0
272,557.0
273,557.0
274,557.0
275,557.0
276,557.0
277,557.0
278,557.0
279,557.0
280,557.0
281,557.0
282,557.0
283,557.0
284,557.0
285,557.0
286,557.0
287,557.0
288,557.0
289,557.0
290,557.0
291,557.0
292,557.0
293,557.0
294,557.0
295,557.0
296,557.0
297,557.0
298,557.0
299,557.0
300,557.0
301,557.0
302,557.0
303,557.0
304,557.0
305,557.0
306,557.0
307,557.0
308,557.0
309,557.0
310,557.0
311,557.0
312,557.0
313,557.0
314,557.0
315,557.0
316,557.0
317,557.0
318,557.0
319,557.0
320,557.0
321,557.0
322,557.0
323,557.0
324,557.0
325,557.0
326,557.0
327,557.0
328,557.0
329,557.0
330,557.0
331,557.0
332,557.0
333,557.0
334,557.0
335,557.0
336,557.0
337,557.0
338,557.0
339,557.0
340,557.0
341,557.0
342,557.0
343,557.0
344,557.0
345,557.0
346,557.0
347,557.0
348,557.0
349,557.0
350,557.0
351,557.0
352,557.0
353,557.0
354,557.0
355,557.0
356,557.0
357,557.0
358,557.0
359,557.0
360,557.0
361,557.0
362,557.0
363,557.0
364,557.0
365,557.0
366,557.0
367,557.0
368,557.0
369,557.0
370,557.0
371,557.0
372,557.0
373,557.0
374,557.0
375,557.0
376,557.0
377,557.0
378,557.0
379,557.0
380,557.0
381,557.0
382,557.0
383,557.0
384,557.0
385,557.0
386,557.0
387,557.0
388,557.0
389,557.0
390,557.0
391,557.0
392,557.0
393,557.0
394,557.0
395,557.0
396,557.0
397,557.0
398,557.0
399,557.0
400,557.0
